id,bucket,expected_class,file,old_line,kind,retired_by,retired_reason,retired_at_notes
UMB-0910,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,195,top-level var initializer (bool const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0911,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,206,top-level var initializer (int const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0912,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,215,top-level var initializer (float const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0913,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,222,top-level var initializer (aggregate const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0914,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,228,top-level var initializer (non-gc-free),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0922,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,58,recursive top-level const ref,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0923,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,67,top-level const without initializer,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0924,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,73,top-level const type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0927,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,199,top-level immutable value init (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0928,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,233,hidden top-level immutable init bridge (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0929,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,324,top-level immutable value once begin return value,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0930,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,329,top-level immutable value once begin return type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0931,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,349,top-level immutable value without initializer,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0932,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,355,top-level immutable value type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0933,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,391,top-level immutable value type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0934,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,424,top-level immutable value type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0935,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,475,top-level value ref,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0936,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,483,top-level var type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0982,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,33,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0986,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,197,class ctor active block,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0987,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,212,class ctor inactive block,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1004,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,497,pass MIR class ctor call site,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1113,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,185,static interface receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1118,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,334,plain interface receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1120,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,420,plain dispatch receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1123,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,558,class ctor selected ctor contract,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1124,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,565,class ctor selected ctor contract,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1126,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,72,pass MIR enum ctor type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1127,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,82,pass MIR unknown enum variant,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-1128,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,88,pass MIR enum variant ctor arity,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-1129,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,94,pass MIR enum payload schema,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-1130,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,102,pass MIR named enum ctor arg,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1138,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,217,pass MIR top-level var store target,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1139,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,223,pass MIR top-level var store target type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1140,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,255,pass MIR class member receiver operand type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1143,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,280,pass MIR class member receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1144,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,286,pass MIR class member receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1145,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,303,pass MIR member receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1147,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,323,pass MIR member receiver type drift,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1177,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/mod.rs,263,pass MIR member target is not value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1178,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/mod.rs,267,pass MIR member target unresolved,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1223,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/types.rs,604,pass MIR member receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1224,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/types.rs,731,pass MIR member receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1231,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,30,object property access (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1232,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,38,object property without initializer,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1233,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,46,object property type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1234,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,77,object property access (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1235,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,84,object property type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1236,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,106,hidden object init bridge (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1237,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,169,object init (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1238,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,237,object init once begin return value,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1239,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,242,object init once begin return type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1240,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,277,object property init (missing property),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1241,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,285,object property init type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1242,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,396,scoop_alloc_typed return value,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1243,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/object_init.rs,401,scoop_alloc_typed return type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-1277,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,683,class field type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1276,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,667,class field type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1280,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/ty.rs,781,Option niche payload type,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
